region,household_size,household_income,electricity_use,electricity_cost,ng_use,ng_cost,total_energy_use,total_energy_cost
SOUTH,2,16,34679.77,1159.42,207.06,360.18,55793.85,1519.60
NE,4,15,5413.20,295.61,720.58,580.70,78630.29,876.31
WEST,2,10,23390.17,1525.76,888.99,1088.88,110789.93,2614.64
WEST,2,16,29748.08,1893.62,836.30,970.51,110891.02,2864.13
NE,1,16,6029.27,578.12,24.55,226.53,25319.00,1164.91
WEST,3,10,31045.76,1356.35,1528.77,967.02,161595.76,2322.45
SOUTH,2,15,24417.73,611.75,233.10,416.65,48203.55,1028.40
WEST,5,13,19137.37,1392.29,320.40,574.74,52019.73,1967.03
NE,1,10,4984.20,332.48,82.96,208.72,13538.85,541.20
SOUTH,2,15,108162.62,3807.44,0.00,0.00,123480.87,4213.64
WEST,2,1,38099.75,1465.85,1003.73,819.58,131863.85,2285.43
NE,2,12,32090.22,1858.79,0.00,0.00,32090.22,1858.79
WEST,1,3,16440.29,538.54,0.00,0.00,16440.29,538.54
MIDWEST,1,1,19287.87,2.85,0.00,0.00,19287.87,2.85
WEST,4,16,25929.68,1668.87,382.45,443.81,63512.19,2112.68
WEST,4,14,38077.60,663.36,428.23,584.91,82083.78,1248.27
MIDWEST,1,8,20048.92,703.45,382.99,400.14,59654.03,1103.59
SOUTH,2,10,32368.00,980.02,143.26,349.25,47052.30,1329.27
WEST,3,15,23583.38,712.30,1069.37,605.23,120927.75,1317.53
MIDWEST,2,15,16672.88,545.80,572.52,427.97,75252.17,973.77
SOUTH,3,7,117441.44,3854.71,0.00,0.00,117441.44,3854.71
SOUTH,1,12,29957.57,1005.32,240.27,243.84,53686.61,1249.16
SOUTH,4,13,59827.77,1799.80,0.00,0.00,59827.77,1799.80
WEST,6,10,7334.34,420.78,405.51,553.22,49169.41,974.00
SOUTH,1,9,23241.85,799.83,0.00,0.00,23241.85,799.83
NE,3,2,26268.68,1669.09,156.04,204.16,42351.86,1873.25
WEST,3,9,35575.94,262.15,493.22,377.80,85198.97,639.95
WEST,2,8,15294.32,483.87,689.97,391.06,74799.65,874.93
NE,1,2,11762.17,1034.10,5.04,12.82,12281.56,1046.92
MIDWEST,1,13,69749.46,1848.43,0.00,0.00,69749.46,1848.43
WEST,1,12,27195.50,866.87,0.00,0.00,27195.50,866.87
NE,2,16,48648.77,3029.26,0.00,0.00,259764.42,7336.65
MIDWEST,1,7,9723.51,413.80,760.76,836.89,85884.90,1250.69
SOUTH,1,9,53909.16,1901.88,358.74,538.42,89818.03,2440.30
SOUTH,2,1,48048.36,1596.81,409.00,492.19,88645.49,2089.00
WEST,2,15,27812.75,1393.17,368.41,606.97,65824.92,2000.14
WEST,4,11,56730.38,2218.96,0.00,0.00,56730.38,2218.96
SOUTH,3,11,21127.67,718.61,0.00,0.00,21127.67,718.61
SOUTH,1,8,12084.94,513.16,39.86,54.96,16263.87,568.12
MIDWEST,3,9,67547.45,1706.06,0.00,0.00,67547.45,1706.06
WEST,2,15,18390.88,1568.44,216.06,380.05,40425.31,1948.49
MIDWEST,4,13,13191.78,738.15,735.07,598.39,88441.64,1336.54
WEST,3,15,10887.93,364.32,377.13,517.23,49785.28,881.55
SOUTH,2,7,52850.69,2026.90,377.11,652.78,90416.15,2679.68
SOUTH,1,4,14258.85,541.63,111.80,227.96,25521.72,769.59
MIDWEST,2,15,55984.27,1829.67,795.56,893.82,136066.57,2723.49
SOUTH,4,7,77555.01,2472.39,634.67,425.43,140252.97,2896.93
WEST,4,14,40990.11,1258.34,556.03,504.83,89685.34,1763.17
SOUTH,2,10,28772.11,1004.28,256.70,366.54,54120.53,1370.82
SOUTH,2,12,27615.43,1002.54,298.52,467.88,58417.87,1470.42
SOUTH,3,10,69475.75,2139.61,0.00,0.00,69475.75,2139.61
NE,1,14,12932.88,420.48,498.73,641.13,62426.70,1061.61
SOUTH,4,15,52121.42,1621.29,436.41,620.77,97570.91,2242.06
MIDWEST,1,4,11039.60,384.47,282.69,245.47,39918.08,629.94
NE,1,14,24081.75,1648.00,0.00,0.00,85207.58,2849.51
NE,1,12,13846.59,930.48,886.63,903.16,102292.10,1833.64
WEST,2,7,19635.62,614.63,774.86,455.78,90024.41,1070.41
NE,1,8,16293.18,774.23,364.75,529.99,53161.45,1304.22
MIDWEST,5,16,46792.86,1559.94,732.87,730.46,122637.97,2290.40
SOUTH,5,11,37424.35,1174.77,7.56,7.41,38190.23,1182.18
WEST,4,13,34046.63,1953.32,0.00,0.00,34046.63,1953.32
SOUTH,4,6,64657.64,2265.34,0.00,0.00,67013.03,2326.51
WEST,5,15,33234.81,1226.75,721.11,411.92,94401.62,1638.67
MIDWEST,2,14,27860.85,922.09,927.98,753.52,122624.57,1675.61
WEST,6,14,55051.28,800.68,421.40,450.34,95093.70,1251.02
SOUTH,2,13,37985.24,1097.96,0.00,0.00,37985.24,1097.96
NE,1,15,14326.48,1235.97,249.73,3847.50,40047.27,5083.47
WEST,1,9,17678.21,652.60,0.00,0.00,17678.21,652.60
SOUTH,1,11,33417.22,984.56,0.00,0.00,33417.22,984.56
SOUTH,1,11,20225.41,618.21,0.00,0.00,20225.41,618.21
SOUTH,2,13,63872.79,1825.80,0.00,0.00,63872.79,1825.80
WEST,1,14,22976.85,1318.23,259.86,411.53,49750.10,1729.76
SOUTH,4,15,92089.03,2757.37,235.82,287.71,114879.69,3045.08
WEST,2,7,51988.99,3677.24,0.00,0.00,51988.99,3677.24
SOUTH,5,13,36561.58,1000.68,0.00,0.00,36561.58,1000.68
NE,2,13,7337.27,544.01,0.00,0.00,7337.27,544.01
MIDWEST,2,7,78813.26,2802.82,0.00,0.00,78813.26,2802.82
NE,2,14,36355.39,1269.13,0.00,0.00,113092.06,3141.62
SOUTH,1,1,14811.19,540.28,0.00,0.00,14811.19,540.28
WEST,4,15,33677.72,310.09,0.00,0.00,33677.72,310.09
SOUTH,2,11,59608.60,2020.76,0.00,0.00,59608.60,2020.76
SOUTH,2,16,38987.32,1218.78,563.78,756.74,95264.12,1975.52
WEST,2,16,27613.65,1282.91,393.74,587.38,66239.37,1870.29
NE,2,13,17202.50,771.54,1082.72,1129.15,124257.92,1900.69
SOUTH,6,13,91466.48,3215.97,246.79,545.00,116751.58,3760.97
WEST,6,15,100342.09,3412.71,739.07,723.78,171609.86,4136.49
MIDWEST,2,8,20350.15,1086.29,0.00,0.00,160133.56,3438.41
SOUTH,1,12,42789.40,806.48,0.00,0.00,42789.40,806.48
WEST,4,15,49737.37,1490.95,1618.66,891.28,200288.19,2382.23
WEST,4,1,7710.68,270.57,0.00,0.00,7710.68,270.57
SOUTH,4,12,45207.38,1500.39,4.57,6.24,45678.62,1506.63
NE,1,11,4622.75,362.87,382.78,322.52,43864.81,685.39
MIDWEST,2,13,31595.58,1476.87,885.22,716.59,122646.56,2193.46
SOUTH,5,14,56405.17,2001.80,0.00,0.00,56405.17,2001.80
NE,3,16,22007.27,919.16,318.12,507.33,103344.37,2151.66
WEST,3,11,26283.50,813.17,249.65,246.55,48241.04,1059.72
WEST,2,15,59697.05,2705.96,106.37,255.20,70220.39,2961.16
NE,4,15,19179.27,478.11,500.65,652.20,69119.48,1130.31
MIDWEST,2,15,60418.76,1571.59,811.08,576.15,143658.48,2147.74
SOUTH,2,5,23560.42,791.87,396.82,450.83,63898.12,1242.70
MIDWEST,3,13,9975.46,383.48,0.00,0.00,121681.98,2074.11
MIDWEST,2,13,21537.82,816.00,499.96,698.74,72636.24,1514.74
SOUTH,2,16,40916.63,1555.45,637.19,920.73,104094.50,2476.18
SOUTH,2,16,59281.82,2297.04,552.13,569.92,113979.96,2866.96
MIDWEST,3,11,43260.57,1491.61,0.00,0.00,43260.57,1491.61
MIDWEST,1,6,22431.66,786.75,0.00,0.00,22431.66,786.75
SOUTH,2,11,80122.55,2377.03,0.00,0.00,80122.55,2377.03
MIDWEST,1,14,9994.95,307.61,616.77,655.89,72198.56,963.50
WEST,2,15,25603.81,1192.53,313.22,436.20,57905.54,1628.73
MIDWEST,3,15,35922.90,1670.53,687.53,502.65,104439.43,2173.18
SOUTH,1,3,7354.21,259.19,0.00,0.00,7354.21,259.19
MIDWEST,4,13,43909.58,1462.92,470.34,635.92,91125.15,2098.84
WEST,2,12,16862.65,1463.08,0.00,0.00,16862.65,1463.08
SOUTH,2,11,34336.94,1222.06,0.00,0.00,34336.94,1222.06
SOUTH,4,13,84755.18,2520.19,0.00,0.00,84755.18,2520.19
MIDWEST,1,14,24180.74,1312.81,0.00,0.00,24180.74,1312.81
SOUTH,1,16,28122.05,809.65,0.00,0.00,28122.05,809.65
NE,5,16,34074.81,1418.22,0.00,0.00,94296.48,2802.39
NE,1,5,12918.99,908.62,114.56,156.71,24680.73,1065.33
SOUTH,3,14,16509.75,724.23,79.92,345.58,24454.63,1069.81
MIDWEST,4,13,73328.03,2272.30,0.00,0.00,73328.03,2272.30
SOUTH,2,8,52132.56,1681.48,0.00,0.00,124665.08,3274.28
NE,3,14,26736.72,1788.39,1165.70,1601.20,146270.61,3389.59
SOUTH,2,15,31279.32,785.47,852.02,660.56,108450.03,1446.03
SOUTH,2,12,26900.18,1166.50,360.63,373.76,64146.74,1540.26
NE,2,16,41117.67,2189.75,1367.25,1131.80,181732.46,3321.55
WEST,1,13,23431.03,749.47,0.00,0.00,69878.03,1668.80
SOUTH,2,15,36578.64,1213.12,256.91,453.67,63028.06,1665.18
NE,2,15,17332.77,1169.68,588.39,977.60,77712.80,2147.28
MIDWEST,1,14,45963.29,2056.03,0.00,0.00,45963.29,2056.03
SOUTH,4,11,63189.09,2123.83,0.00,0.00,63189.09,2123.83
SOUTH,2,13,62045.43,2011.09,0.00,0.00,73901.66,2223.59
MIDWEST,4,14,72896.58,2433.61,0.00,0.00,72896.58,2433.61
MIDWEST,2,8,19704.47,542.09,296.58,208.30,50192.52,750.39
WEST,3,15,13787.06,1086.58,353.30,635.46,50144.49,1722.04
SOUTH,1,14,33744.12,1258.15,200.28,258.38,54666.75,1516.53
WEST,2,15,43122.24,1652.12,313.94,474.85,73930.53,2126.97
MIDWEST,2,14,37599.52,2387.54,321.00,291.82,70329.48,2679.36
MIDWEST,2,15,27527.48,2019.11,1106.23,901.21,141354.71,2920.32
SOUTH,3,15,62795.94,1706.93,640.37,558.22,126252.93,2265.15
SOUTH,4,15,31234.61,986.48,413.76,599.78,72882.76,1586.26
NE,1,6,258.02,12.79,386.49,505.65,39800.32,518.44
SOUTH,3,16,59716.45,2187.64,336.25,529.82,93574.94,2717.46
MIDWEST,1,7,21338.16,678.82,585.45,532.98,78374.92,1211.80
SOUTH,2,15,49344.34,1969.21,362.15,516.05,85564.32,2485.26
MIDWEST,5,16,35248.95,1459.15,714.62,383.03,108898.13,1871.77
WEST,2,11,11327.18,561.88,518.75,583.51,65095.43,1145.39
NE,1,10,13850.22,709.79,273.67,403.51,41941.51,1113.30
WEST,1,3,10530.45,380.00,0.00,0.00,10530.45,380.00
WEST,5,16,59432.96,4923.03,0.00,0.00,59432.96,4923.03
WEST,2,15,26153.26,1782.36,162.64,233.70,42933.66,2016.06
NE,4,12,18392.90,1363.70,1079.04,1555.89,128902.51,2919.59
MIDWEST,2,14,14520.78,669.89,851.37,545.30,98260.33,1215.19
WEST,1,9,12930.57,449.96,167.52,117.12,26738.67,567.08
WEST,2,1,27213.26,792.91,0.00,0.00,27213.26,792.91
WEST,1,16,69745.74,2080.04,0.00,0.00,101730.27,2780.71
SOUTH,2,14,43553.83,1610.34,415.00,665.57,87066.59,2275.91
SOUTH,3,13,76103.52,2474.64,0.00,0.00,76103.52,2474.64
NE,4,14,48535.56,1998.95,0.00,0.00,79307.94,2631.75
NE,1,13,14337.33,794.41,561.00,542.28,72459.53,1336.69
NE,2,15,4827.46,353.11,562.09,830.46,62257.48,1183.57
NE,1,15,8473.71,349.05,0.00,0.00,8473.71,349.05
MIDWEST,2,16,51295.53,1842.33,0.00,0.00,169228.48,4079.66
SOUTH,4,16,28628.00,907.57,207.30,154.84,49208.53,1062.41
MIDWEST,3,11,21457.77,766.78,0.00,0.00,21457.77,766.78
SOUTH,1,12,58545.99,2012.16,0.00,0.00,126252.45,3109.35
WEST,3,10,16536.11,1066.12,0.00,0.00,16536.11,1066.12
MIDWEST,5,15,81848.36,2360.08,0.00,0.00,81848.36,2360.08
WEST,2,15,39313.90,1659.49,0.00,0.00,123984.20,3508.03
MIDWEST,1,4,22760.41,622.83,1008.63,500.77,127399.86,1123.60
MIDWEST,2,13,19963.19,1062.84,539.73,520.29,75175.75,1583.13
SOUTH,4,8,86969.76,3158.20,0.00,0.00,86969.76,3158.20
WEST,2,8,23795.77,821.82,264.95,318.11,49133.73,1139.93
MIDWEST,4,15,46530.28,1802.57,666.88,711.97,112616.33,2514.54
SOUTH,5,4,55832.30,1940.72,0.00,0.00,56534.09,1959.33
SOUTH,2,13,41514.45,1130.95,0.00,0.00,41514.45,1130.95
MIDWEST,6,15,80168.19,3546.81,0.00,0.00,82429.07,3581.50
NE,2,10,29859.38,1617.18,0.00,0.00,68932.62,2360.18
WEST,2,15,55151.31,1848.95,0.00,0.00,55151.31,1848.95
WEST,4,16,36801.78,2955.10,498.96,875.17,88094.81,3830.27
SOUTH,3,6,47940.77,2171.33,0.00,0.00,47940.77,2171.33
MIDWEST,2,11,60677.20,2087.72,313.13,245.74,110043.32,2572.26
SOUTH,1,1,27937.15,806.97,0.00,0.00,27937.15,806.97
WEST,5,9,7436.14,220.44,0.00,0.00,7436.14,220.44
SOUTH,3,1,37649.16,1179.17,892.67,1102.50,127050.81,2281.67
WEST,1,16,11708.77,413.15,0.00,0.00,11708.77,413.15
SOUTH,2,8,20786.02,745.63,277.27,445.09,49309.27,1190.72
WEST,3,2,37003.33,1685.73,658.67,872.82,99251.29,2558.55
WEST,4,7,32606.78,1696.40,379.15,392.61,71256.00,2089.01
WEST,2,16,53821.77,3323.06,804.16,1478.02,135920.74,4801.08
NE,3,15,22619.62,1846.39,35.48,235.38,26279.11,2081.77
MIDWEST,2,11,34791.20,1628.90,396.12,337.71,75179.50,1966.61
SOUTH,1,11,42993.40,1621.84,0.00,0.00,43032.49,1622.88
MIDWEST,4,11,29327.70,1541.92,1013.11,852.66,134046.28,2394.58
WEST,2,15,20901.39,182.71,1147.11,742.75,122022.84,925.46
SOUTH,1,13,22678.24,1050.31,60.80,82.39,28957.72,1132.70
NE,2,12,33664.66,1181.71,24.99,33.16,36232.30,1214.87
SOUTH,7,13,46164.88,1633.01,324.72,551.60,80220.05,2184.61
NE,4,15,32175.33,2354.92,714.04,983.54,103592.81,3338.46
SOUTH,5,9,36549.91,1101.93,563.85,399.07,94064.88,1501.00
SOUTH,2,15,73892.50,2168.95,759.29,1245.81,151786.69,3414.76
NE,4,16,41279.77,1186.01,0.00,0.00,162987.60,3456.04
WEST,3,12,11896.86,455.51,1076.39,551.73,113812.47,1007.24
MIDWEST,1,9,15030.67,578.56,1615.78,1331.42,180894.84,1909.98
NE,2,15,21333.76,1363.62,841.29,1153.14,107791.40,2516.76
NE,2,13,20407.55,1011.92,669.78,1321.80,88755.58,2333.72
MIDWEST,1,10,21008.08,646.56,535.76,491.63,74893.71,1138.19
MIDWEST,2,14,45319.27,1895.33,0.00,0.00,138238.96,3193.09
MIDWEST,3,16,64682.59,2179.12,749.77,766.70,138951.19,2945.82
SOUTH,2,10,44788.41,1199.99,674.33,686.38,112584.37,1886.37
WEST,1,11,27717.87,1053.91,511.96,555.94,77676.07,1609.85
MIDWEST,2,15,16137.35,680.58,401.45,270.74,56711.99,951.32
SOUTH,4,13,66285.99,2557.87,715.99,1171.91,138154.16,3729.78
SOUTH,3,13,44612.53,1573.67,0.00,0.00,44612.53,1573.67
WEST,1,9,12859.29,626.88,0.00,0.00,12859.29,626.88
NE,2,11,18992.47,917.50,196.46,191.93,111871.88,1933.66
SOUTH,4,8,49642.28,1565.77,0.00,0.00,49642.28,1565.77
SOUTH,2,16,60071.70,2145.36,0.00,0.00,60567.46,2158.51
SOUTH,4,9,30490.46,1173.52,432.45,610.40,74830.46,1782.98
NE,6,16,34577.73,1318.40,864.69,712.70,121211.67,2031.10
WEST,4,12,24907.88,978.90,0.00,0.00,51925.52,1655.72
WEST,1,14,14164.24,407.94,796.21,473.81,84114.96,881.75
SOUTH,1,6,52020.56,1698.02,0.00,0.00,85439.34,2358.95
SOUTH,2,9,26125.02,905.48,0.00,0.00,26125.02,905.48
NE,2,16,33053.41,2273.97,769.27,1176.68,111669.86,3450.65
WEST,2,13,25186.90,1111.76,316.07,416.71,57643.72,1528.47
NE,3,8,21346.04,1406.73,801.09,1231.72,102640.69,2638.45
WEST,2,9,24931.75,2105.04,0.00,0.00,24931.75,2105.04
MIDWEST,2,16,15736.00,774.55,647.74,889.55,82529.72,1664.10
SOUTH,2,16,58783.70,1528.63,566.63,673.69,116142.67,2202.32
WEST,2,12,16547.04,615.26,927.04,630.42,101597.76,1245.68
WEST,1,6,6349.12,339.49,187.53,262.46,25573.99,601.95
SOUTH,1,11,18239.36,642.64,0.00,0.00,18239.36,642.64
NE,4,16,38407.44,2042.42,0.00,0.00,139974.13,3496.96
SOUTH,7,13,51462.13,2034.63,615.93,1139.48,112743.66,3174.11
SOUTH,1,10,21607.77,844.06,701.04,832.19,90266.38,1676.25
SOUTH,2,14,43861.53,1654.23,116.69,161.76,55437.08,1815.99
SOUTH,2,3,35771.06,1580.53,300.39,712.98,66353.96,2293.51
SOUTH,2,3,17683.65,731.65,0.00,0.00,17683.65,731.65
MIDWEST,1,13,5602.71,191.21,0.00,0.00,5602.71,191.21
MIDWEST,1,14,10708.22,437.50,426.50,341.96,55130.15,779.46
WEST,4,16,47175.19,1585.12,1260.40,659.77,156374.32,2244.89
WEST,2,8,28700.99,1586.16,391.04,644.98,68947.30,2231.14
SOUTH,2,9,25246.19,849.70,0.00,0.00,25246.19,849.70
WEST,2,15,16849.13,639.09,562.73,384.49,61540.65,1023.58
MIDWEST,1,11,22713.91,740.83,0.00,0.00,124544.74,2209.99
WEST,1,6,16846.24,551.34,66.73,140.80,24056.67,692.14
WEST,3,14,63748.31,2343.41,0.00,0.00,63748.31,2343.41
SOUTH,3,16,73170.89,2928.74,2623.77,2141.89,333443.26,5070.63
WEST,2,14,25291.73,1451.03,346.37,595.86,60814.18,2046.89
MIDWEST,1,5,78773.03,1827.91,109.10,221.06,89910.75,2048.97
NE,1,12,16356.51,1312.57,187.95,331.78,36806.55,1681.71
MIDWEST,3,1,17101.95,632.10,489.94,590.20,67099.86,1222.30
WEST,4,15,44729.31,1407.70,0.00,0.00,48922.29,1530.80
WEST,3,14,34912.53,315.79,0.00,0.00,34912.53,315.79
SOUTH,1,7,28348.45,1027.48,333.37,512.26,62604.62,1539.74
NE,2,9,13985.90,786.40,0.00,0.00,74389.05,2033.88
SOUTH,1,15,26461.13,924.94,532.16,674.35,80829.79,1599.01
NE,1,13,20667.41,1003.37,0.00,0.00,20667.41,1003.37
WEST,3,4,10148.00,1038.48,0.00,0.00,28231.83,1569.42
NE,3,16,32500.64,1918.02,0.00,0.00,122201.95,3451.40
MIDWEST,4,14,50446.88,1486.09,886.50,767.18,140754.13,2253.27
MIDWEST,2,14,29373.57,1407.75,769.56,526.62,107558.51,1934.37
MIDWEST,2,6,17828.42,802.70,534.35,525.61,72171.97,1328.31
WEST,1,4,29833.30,926.42,0.00,0.00,29833.30,926.42
NE,1,6,14206.08,571.91,0.00,0.00,76339.41,1721.06
NE,1,11,21184.43,901.04,0.00,0.00,120928.52,2520.43
MIDWEST,1,13,19946.63,1007.48,950.73,796.60,118112.33,1804.08
WEST,3,13,47304.82,4117.71,0.00,0.00,47304.82,4117.71
NE,3,15,46001.49,915.27,565.18,408.67,103858.15,1323.94
SOUTH,2,13,58735.20,1814.00,0.00,0.00,65959.57,2024.68
SOUTH,2,8,26514.96,961.06,0.00,0.00,71131.28,2239.82
MIDWEST,1,9,30604.84,1423.70,492.83,491.02,81076.24,1914.72
SOUTH,3,15,39322.81,1076.28,217.46,308.37,61499.10,1384.65
NE,1,6,19934.07,697.45,0.00,0.00,19934.07,697.45
NE,6,15,48037.05,2925.38,0.00,0.00,147403.39,4641.41
NE,4,3,39041.54,2454.16,41.72,281.35,146146.13,4462.93
WEST,2,13,34714.62,1395.07,0.00,0.00,34714.62,1395.07
MIDWEST,3,16,49236.30,1944.82,2127.13,1182.25,263791.84,3127.07
MIDWEST,1,3,5744.61,378.64,0.00,0.00,5744.61,378.64
SOUTH,2,4,50893.56,1731.02,190.53,538.23,70432.43,2269.25
WEST,2,15,17576.80,1008.41,302.41,478.14,48173.42,1486.55
WEST,3,15,10036.79,322.32,554.09,584.33,55638.90,906.65
WEST,1,9,42829.24,1200.64,0.00,0.00,42829.24,1200.64
MIDWEST,2,13,29135.00,1008.99,542.95,434.41,84867.45,1443.40
NE,3,13,17440.66,652.33,682.12,751.55,85311.85,1403.88
SOUTH,4,16,71726.26,2341.82,0.00,0.00,71726.26,2341.82
MIDWEST,3,16,21377.79,956.04,1604.12,958.11,183932.57,1914.15
WEST,1,13,48111.81,2107.81,0.00,0.00,48111.81,2107.81
SOUTH,2,13,77932.72,2629.30,5.67,7.11,78521.78,2636.41
NE,2,15,20308.50,708.95,647.49,1133.04,86158.78,1841.99
WEST,4,13,23802.36,120.25,987.90,1844.56,124014.95,1964.81
SOUTH,4,11,56500.49,2188.07,625.20,660.88,117761.42,2848.95
MIDWEST,3,15,45105.91,1420.46,380.47,541.42,83889.48,1961.88
NE,1,6,20469.14,906.98,1029.06,963.91,122469.71,1870.89
WEST,1,11,31634.83,1069.69,0.00,0.00,31634.83,1069.69
NE,1,14,11679.27,498.21,0.00,0.00,12858.78,521.97
WEST,3,11,28242.87,1620.35,714.44,1347.81,101834.56,2968.16
WEST,2,2,11497.04,460.04,448.55,487.64,52978.05,947.68
MIDWEST,2,15,17015.86,902.42,303.24,267.79,48162.25,1170.21
WEST,3,14,28124.92,896.03,2173.91,1466.87,207044.32,2362.90
WEST,1,8,22003.51,659.16,905.35,994.06,118763.84,1653.22
NE,1,7,11527.19,806.83,0.00,0.00,11527.19,806.83
WEST,2,9,27451.31,1791.02,496.94,694.12,78755.03,2485.14
SOUTH,2,14,34288.45,1132.95,605.24,583.41,98326.15,1716.36
SOUTH,2,15,42191.85,1371.94,309.82,613.35,73881.14,1985.29
NE,3,15,30157.84,1202.16,0.00,0.00,83702.66,1912.76
MIDWEST,6,15,35734.35,1262.50,781.53,670.26,116073.93,1932.76
SOUTH,2,12,45557.98,1435.32,0.00,0.00,45557.98,1435.32
SOUTH,1,8,57105.51,1856.89,0.00,0.00,78411.80,2579.74
SOUTH,2,9,61434.95,1995.38,0.00,0.00,61434.95,1995.38
SOUTH,2,12,100868.12,2499.04,0.00,0.00,100868.12,2499.04
SOUTH,2,15,21405.67,966.55,508.09,829.85,74140.03,1796.40
NE,2,15,22934.36,1629.50,281.33,718.83,51975.32,2348.33
MIDWEST,1,12,15131.91,734.21,0.00,0.00,15131.91,734.21
NE,1,11,13702.42,968.99,0.00,0.00,121540.14,2962.54
SOUTH,3,1,40730.11,1146.77,0.00,0.00,40730.11,1146.77
WEST,3,14,55732.28,2065.48,151.88,311.63,69447.54,2377.11
NE,2,14,32539.09,2060.33,0.00,0.00,108835.74,3027.12
SOUTH,1,14,17958.66,658.92,144.66,189.92,32686.83,848.84
SOUTH,4,11,70335.00,2539.80,106.72,162.15,80931.64,2701.95
NE,3,16,33163.88,1124.66,1202.05,870.52,154752.43,1995.18
SOUTH,1,12,77266.21,2380.01,0.00,0.00,77266.21,2380.01
SOUTH,6,1,94236.50,3304.87,0.00,0.00,94236.50,3304.87
WEST,3,16,72306.54,2630.87,0.00,0.00,72306.54,2630.87
SOUTH,2,15,50563.70,1745.57,0.00,0.00,50563.70,1745.57
NE,2,16,67285.95,3746.16,0.00,0.00,283687.75,8578.98
WEST,3,13,56444.39,2117.79,194.96,367.72,75611.60,2485.51
NE,1,3,8577.78,568.74,287.91,459.55,37902.99,1028.29
SOUTH,1,6,33797.69,1390.18,0.00,0.00,33797.69,1390.18
SOUTH,1,1,17965.18,711.97,139.05,223.21,32269.22,935.18
MIDWEST,2,15,14651.43,543.20,735.33,887.60,90830.18,1430.80
MIDWEST,2,15,49967.02,2198.57,0.00,0.00,132904.85,3282.03
SOUTH,1,14,7932.37,371.68,0.00,0.00,7932.37,371.68
SOUTH,1,12,61050.85,2056.97,0.00,0.00,61050.85,2056.97
WEST,1,3,21689.33,793.74,0.00,0.00,21689.33,793.74
SOUTH,4,16,69616.55,2384.55,0.00,0.00,69616.55,2384.55
SOUTH,2,13,35659.12,1083.25,351.67,496.85,71539.18,1580.10
SOUTH,1,9,27811.26,1222.92,0.00,0.00,27811.26,1222.92
WEST,3,13,27786.53,1160.04,0.00,0.00,27786.53,1160.04
MIDWEST,2,14,24255.06,1004.05,938.09,653.30,119260.49,1657.35
SOUTH,1,1,36411.33,1027.22,123.01,103.76,48544.25,1130.98
WEST,1,11,23869.91,677.06,790.75,725.19,98642.66,1402.25
MIDWEST,5,11,42123.39,2275.82,441.77,406.77,87873.97,2682.59
WEST,7,16,59168.33,5441.44,0.00,0.00,59168.33,5441.44
SOUTH,2,16,39241.85,1072.93,633.62,740.21,102566.97,1813.14
SOUTH,3,6,38603.51,1276.84,0.00,0.00,38603.51,1276.84
SOUTH,4,14,17832.83,717.72,0.00,0.00,17832.83,717.72
MIDWEST,4,16,66754.96,2404.89,939.26,901.98,159538.90,3306.87
SOUTH,2,16,192499.68,4754.36,455.61,573.63,238995.45,5327.99
MIDWEST,2,15,111975.43,3586.23,1065.36,705.13,221059.81,4291.36
SOUTH,1,12,48959.26,1627.09,0.00,0.00,48959.26,1627.09
SOUTH,2,9,23298.01,796.47,0.00,0.00,23298.01,796.47
WEST,1,6,23123.92,507.62,0.00,0.00,23123.92,507.62
MIDWEST,2,11,61745.94,2102.76,981.57,955.11,163216.42,3057.87
SOUTH,1,10,24355.62,881.07,311.57,404.50,56076.40,1285.57
WEST,2,15,22025.76,1488.48,9.13,14.41,22955.47,1502.89
SOUTH,2,16,32200.52,996.99,399.99,462.70,72514.51,1459.69
NE,1,7,10238.78,559.07,92.70,97.07,19776.87,656.14
NE,2,15,49017.86,3019.82,0.00,0.00,49017.86,3019.82
NE,2,13,31673.44,972.30,0.00,0.00,31673.44,972.30
SOUTH,2,4,101741.26,2724.32,0.00,0.00,101741.26,2724.32
WEST,1,8,19249.87,594.94,0.00,0.00,19249.87,594.94
SOUTH,2,15,29470.05,1005.40,525.70,745.02,83095.64,1750.42
WEST,2,14,71772.60,1878.76,153.87,174.69,86447.47,2053.45
NE,4,14,30900.59,2020.20,0.00,0.00,129452.82,3553.49
SOUTH,2,15,7874.73,330.14,0.00,0.00,7874.73,330.14
NE,4,16,45467.08,4424.87,966.80,1321.49,144623.16,5746.36
MIDWEST,2,16,38067.69,1648.54,508.88,421.22,89169.11,2069.76
WEST,2,12,114450.50,961.46,0.00,0.00,114450.50,961.46
SOUTH,1,5,28192.10,1254.67,0.00,0.00,28192.10,1254.67
MIDWEST,3,14,30290.13,1510.67,0.00,0.00,65443.65,1987.63
WEST,2,16,27428.38,1356.37,573.70,1119.95,86649.89,2476.32
MIDWEST,1,6,30697.86,1417.26,1270.64,994.74,161104.80,2412.00
WEST,1,10,7736.49,588.39,10.46,6.03,8563.44,594.42
MIDWEST,3,15,40372.55,1671.25,1052.54,498.43,146690.55,2169.68
MIDWEST,2,15,20656.83,720.00,568.69,477.64,78128.33,1197.64
WEST,1,8,19089.26,547.05,0.00,0.00,19089.26,547.05
MIDWEST,3,7,7701.02,495.23,438.35,461.00,52625.05,956.23
NE,1,11,26471.73,2147.61,18.23,34.24,28350.66,2181.85
